school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
TAO NAN SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
TAO NAN SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
TAO NAN SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na
TAO NAN SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SPORTS,SAILING,na
TAO NAN SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
TAO NAN SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
TAO NAN SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SPEECH AND DRAMA,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE INSTRUMENTAL ENSEMBLE,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
TECK GHEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HEALTH AND FITNESS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB
TECK WHYE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM MEDIA CLUB
TECK WHYE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),MULTISPORTS
TECK WHYE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SPEECH AND DRAMA,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),STUDENT COUNCIL
TECK WHYE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BOWLING,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LION AND DRAGON DANCE,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,STRATEGY GAMES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,BADMINTON,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,BASKETBALL,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,BOWLING,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,CHINESE DRAMA,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,CHOIR,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,COMMUNITY SERVICE,LEO CLUB (COMMUNITY SERVICE)
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,COMMUNITY SERVICE (FIRST AID),na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE CLUB
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,FLOORBALL,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,FOOTBALL,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,INDIAN CULTURE AND LANGUAGE,INDIAN CULTURAL SOCIETY
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,MALAY CULTURE AND LANGUAGE,MALAY CULTURAL SOCIETY
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,NETBALL,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB (JC ONLY)
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SHOOTING,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),OTHERS,STUDENT LEADERSHIP (COUNCIL),na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SWIMMING,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,TABLE TENNIS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,TAEKWONDO,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,TENNIS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,VOLLEYBALL,na
TEMASEK PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
TEMASEK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
TEMASEK PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENGLISH CULTURE AND LANGUAGE,DRAMA & DEBATE SOCIETY
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
TEMASEK PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
TEMASEK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
TEMASEK PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CONTENT CREATORS CLUB
TEMASEK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
TEMASEK PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,CLUB EUREKA
TEMASEK PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BASKETBALL,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BOWLING,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,CANOEING,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,HANDBALL,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,NETBALL,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,POP AND JAZZ,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ROBOTICS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SHOOTING,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SOFTBALL,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TRACK AND FIELD,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,WUSHU,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ART AND CRAFTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,AUDIO VISUAL AID,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BASKETBALL,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,BOYS' BRIGADE,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,GIRLS' BRIGADE,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,INDIAN ORCHESTRA,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,SCOUTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,SPEECH AND DRAMA,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SWIMMING,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TABLE TENNIS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TRACK AND FIELD,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,VOLLEYBALL,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,WATER POLO,na
VALOUR PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,VISUAL & MEDIA ART CLUB
VALOUR PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
VALOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
VALOUR PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
VALOUR PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
VALOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
VALOUR PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB
VALOUR PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LION AND DRAGON DANCE,LION DANCE
VALOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
VALOUR PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
VALOUR PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR CLUB
VALOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,FESTIVAL DRUMS
VALOUR PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS
VALOUR PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
VALOUR PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,ART AND CRAFTS,ART CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,AUDIO VISUAL AID,PA CREW
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,BADMINTON
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,BIOLOGICAL SCIENCE,MEDICAL SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,"CHINESE LANGUAGE, DRAMA AND DEBATING",CHINESE SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CRICKET,CRICKET
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CROSS COUNTRY,CROSS COUNTRY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATES
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,VECONOMIST
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,EARTH WATCH
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FENCING,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,GIRL GUIDES,GIRL GUIDES
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,HOCKEY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,"INDIAN LANGUAGE, DRAMA AND DEBATING",INDIAN CULTURAL SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),DATA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),STUDIOV
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTERNATIONAL AND GLOBAL STUDIES,IGLOBE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MALAY CULTURE AND LANGUAGE,MALAY CULTURAL SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),NCC (AIR)
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND)
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),NCC (SEA)
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,NETBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ACTIVITIES CLUB
